2.840858367014801130e+07	3.664517680583931506e+06	5.554249386435955530e+05	-9.522655356921090060e+03	1.552467965702597867e+05	-3.430154431921054493e+04	1.157426775572852930e+05	-4.259834557922601380e+04	9.793703706078446703e+04	-1.076337590112707949e+04	-2.514235169443585619e+03	5.578190444575099536e+04	2.307399455360978391e+04	3.171153452450807890e+03	2.946372666425451825e+04	2.937028099710350580e+04	1.755181780409942075e+04	3.288786975983794400e+04	-1.213010832413476965e+04	-2.523036329021974234e+04	-7.750412161229834965e+03	-7.836284112829539481e+02	-8.681274686424241736e+03	-1.085802115442752074e+04	-4.939646127203206561e+03	-1.849991286577404253e+03	-7.991172785737690901e+03	-4.316664007084805235e+03	-1.376418381683802181e+04
3.664517680583931506e+06	8.979719522932874039e+06	1.032496575152783189e+06	3.060322753999013221e+05	1.758941712884045555e+05	4.522878699941369268e+04	-9.724147426580631873e+03	3.650789787781403720e+04	5.014962424698176619e+04	3.857584587114617898e+04	-1.056672590125489296e+04	4.229284702951850340e+04	2.845094265261687178e+04	2.975606521164863443e+04	1.217747494497178923e+04	1.536255506655186946e+04	2.761045122062198789e+04	1.952207707083594505e+04	1.097786731538901768e+04	-4.395227517009758230e+03	7.692750727959479264e+03	1.119277803773824962e+04	7.580956659743616001e+03	8.044631795780494485e+02	9.572485198057140678e+02	2.761322816494848666e+03	-3.665485399300248446e+02	3.447557502840454617e+03	5.874437164394853426e+03
5.554249386435955530e+05	1.032496575152783189e+06	3.042640508735431358e+06	4.411255303983616759e+05	1.817551175298122689e+05	6.776780122473170923e+04	8.306908624752188189e+03	2.627403924663795260e+04	3.762611167410408234e+04	5.019213147219429811e+04	2.820541149462194880e+04	1.669138712973632209e+04	2.429948120879875205e+04	1.164977976852230859e+04	1.514829902985635454e+04	1.043954794638055864e+04	8.048231215942119888e+03	7.214675908880987663e+03	4.615635805021659507e+03	2.176957835171259831e+03	5.518277951417393524e+03	2.026363532208301422e+03	5.094883485510586979e+03	3.596455670844872657e+03	1.644534276215702675e+03	-1.828931909917601843e+03	3.853050486909524807e+03	3.291615449911510609e+02	-7.495195736233274602e+02
-9.522655356921090060e+03	3.060322753999013221e+05	4.411255303983616759e+05	1.236139618100665510e+06	2.144423131477528950e+05	6.156014359546266496e+04	3.114365311223833123e+04	2.057877440807942185e+04	2.847438456296019285e+04	2.530134077068515762e+04	1.987746116139232618e+04	1.585620531137322178e+04	1.690657578508424194e+04	4.661552403654799491e+03	6.385036200193094373e+02	9.810056480265568098e+03	5.045334197454908463e+03	9.535985017841516310e+03	9.055580573745002766e+03	2.497368040224457673e+03	5.863156474345617426e+03	3.208034376230289581e+03	4.426174487711887195e+03	4.827725466938411955e+03	1.791289120742995919e+03	1.556146189761518144e+03	3.190154917355407179e+03	2.280308800782773233e+03	4.544818865592034740e+01
1.552467965702597867e+05	1.758941712884045555e+05	1.817551175298122689e+05	2.144423131477528950e+05	6.353999506371923489e+05	1.138180559298447333e+05	3.773620749075321510e+04	2.818145743782871068e+04	1.987449708521732464e+04	1.160242258538446913e+04	1.064438076574338447e+04	1.542268058799486062e+04	1.771087720526221892e+04	1.073265806008402978e+04	7.465308263111668566e+03	4.440097379235950939e+03	4.703823686796044058e+03	6.536058953314224709e+03	6.395407905008061789e+03	4.654501366878776935e+03	3.869901371718651262e+03	2.189163500009631662e+03	2.474421447598305349e+03	3.034402962411754288e+03	1.991698614594583432e+03	1.362887398786057020e+03	9.506932638393333264e+02	2.707021021328862844e+03	2.191804322906352809e+03
-3.430154431921054493e+04	4.522878699941369268e+04	6.776780122473170923e+04	6.156014359546266496e+04	1.138180559298447333e+05	3.315456464851221535e+05	5.979496914810293674e+04	1.925344141922744529e+04	1.906834303349052789e+04	1.795625092471916651e+04	1.542076535631188926e+04	9.581311606836012288e+03	7.450126344261895611e+03	8.860993436377108083e+03	6.816260957853727632e+03	7.577958829843466447e+03	2.570864136720425904e+03	3.226763906799575125e+03	4.601856049007502406e+03	3.069830319020429670e+03	3.077003651233471828e+03	3.710411857058947135e+03	3.083553490853433686e+03	1.477662157928092483e+03	2.140047571932582287e+03	1.978658448416866349e+03	1.515161324028590798e+03	1.977316428447593580e+03	1.869865485955468102e+03
1.157426775572852930e+05	-9.724147426580631873e+03	8.306908624752188189e+03	3.114365311223833123e+04	3.773620749075321510e+04	5.979496914810293674e+04	2.021749183268071793e+05	4.400139018380844936e+04	1.424931444090500372e+04	1.634247625459561459e+04	1.179594500459106712e+04	9.830770166529910057e+03	7.665273014681349196e+03	7.902029290096730620e+03	5.023754119585113585e+03	5.045308553700276207e+03	5.739818087124528574e+03	4.746091607438407664e+03	3.322643187177120581e+03	5.528425055948423505e+03	3.927084978982413759e+03	2.807013526136470773e+03	2.673065152895361734e+03	3.339775964850592118e+03	1.860905984104653271e+03	1.684684941058887489e+03	1.681234590337986901e+03	2.063897997620290880e+03	1.712411070476077157e+03
-4.259834557922601380e+04	3.650789787781403720e+04	2.627403924663795260e+04	2.057877440807942185e+04	2.818145743782871068e+04	1.925344141922744529e+04	4.400139018380844936e+04	1.305251885522577359e+05	2.638036408398234562e+04	1.419886472630691060e+04	1.179336674032918199e+04	4.691385861276443393e+03	6.825990265807231481e+03	6.785985526359567302e+03	4.602449630287639593e+03	5.661379945541201778e+03	4.244373285248413595e+03	3.565480224152842766e+03	3.770288208192480397e+03	1.785625436434409266e+03	2.656290634035688072e+03	2.015667531509363016e+03	2.956862330210341497e+03	2.732322511462190960e+03	1.549188204692732370e+03	1.851396786915898929e+03	2.015614010822964474e+03	1.983355044618865350e+03	1.143056065398834562e+03
9.793703706078446703e+04	5.014962424698176619e+04	3.762611167410408234e+04	2.847438456296019285e+04	1.987449708521732464e+04	1.906834303349052789e+04	1.424931444090500372e+04	2.638036408398234562e+04	7.988522123945488420e+04	1.946238513008041627e+04	8.842924837655657029e+03	3.703653984216003664e+03	6.205245194656269632e+03	4.520181751571957648e+03	2.522104172906618260e+03	2.757578707042934639e+03	2.807987058069373688e+03	2.854740845151949543e+03	1.973973390475565338e+03	2.919163720389122318e+03	2.649744872325053620e+03	2.360637500472760621e+03	2.765261962159650466e+03	1.781675213833515500e+03	1.245261395236134604e+03	1.704058171012469984e+03	1.564819565618243814e+03	1.788141806074720535e+03	1.679382203305020766e+03
-1.076337590112707949e+04	3.857584587114617898e+04	5.019213147219429811e+04	2.530134077068515762e+04	1.160242258538446913e+04	1.795625092471916651e+04	1.634247625459561459e+04	1.419886472630691060e+04	1.946238513008041627e+04	5.296920274586506275e+04	1.308549110040312553e+04	4.035614260447817742e+03	5.451028357828753542e+03	4.385306372617123088e+03	2.935580977501125744e+03	4.062924744784319046e+03	2.524066336307627807e+03	2.460089513525227630e+03	2.656243957244052581e+03	1.720132007131827550e+03	1.756378951591319947e+03	1.773803555106784415e+03	1.831204064615772495e+03	1.550500431069365959e+03	1.813669129887442523e+03	1.296635002033020328e+03	1.144364509305064075e+03	1.288969450903554844e+03	9.657463419804179239e+02
-2.514235169443585619e+03	-1.056672590125489296e+04	2.820541149462194880e+04	1.987746116139232618e+04	1.064438076574338447e+04	1.542076535631188926e+04	1.179594500459106712e+04	1.179336674032918199e+04	8.842924837655657029e+03	1.308549110040312553e+04	3.906531704933115543e+04	7.753264799962054894e+03	5.107804478530093547e+03	4.311583042733733237e+03	2.994955859607588536e+03	3.733923704611497215e+03	2.279717452553682051e+03	2.591837351992820459e+03	2.689835119711417519e+03	2.241688797583309224e+03	1.443579344075464405e+03	1.984107483784885972e+03	1.394985022724853252e+03	1.065772394241476150e+03	9.786083864275169617e+02	1.195564892001971202e+03	1.451335597681662193e+03	9.675568571048656850e+02	1.007892481488572571e+03
5.578190444575099536e+04	4.229284702951850340e+04	1.669138712973632209e+04	1.585620531137322178e+04	1.542268058799486062e+04	9.581311606836012288e+03	9.830770166529910057e+03	4.691385861276443393e+03	3.703653984216003664e+03	4.035614260447817742e+03	7.753264799962054894e+03	2.751208630598910531e+04	6.436349849825794081e+03	3.773061611753298621e+03	2.417169325322044187e+03	3.155648431604645339e+03	1.670541901657809149e+03	1.895900739546424802e+03	2.320219670520590626e+03	1.647285680987146179e+03	1.510963934237478497e+03	1.499394488026307044e+03	1.401654294035876774e+03	1.417239351874698286e+03	1.168466024364727673e+03	8.255671504985576803e+02	1.104448619962803832e+03	1.016589761556298640e+03	7.257183779515352171e+02
2.307399455360978391e+04	2.845094265261687178e+04	2.429948120879875205e+04	1.690657578508424194e+04	1.771087720526221892e+04	7.450126344261895611e+03	7.665273014681349196e+03	6.825990265807231481e+03	6.205245194656269632e+03	5.451028357828753542e+03	5.107804478530093547e+03	6.436349849825794081e+03	2.215043449265621530e+04	5.950339892119534852e+03	2.065336080142502851e+03	2.293571796095920945e+03	1.729938490825934196e+03	1.870107777883103381e+03	1.899094351538341016e+03	2.046548865431909235e+03	1.465715932081655183e+03	1.258969104901705578e+03	1.072590408854851603e+03	1.474771830616138459e+03	1.029365815475073759e+03	1.064255479740740157e+03	9.093127267779980230e+02	8.185881802205167332e+02	8.820861191574371105e+02
3.171153452450807890e+03	2.975606521164863443e+04	1.164977976852230859e+04	4.661552403654799491e+03	1.073265806008402978e+04	8.860993436377108083e+03	7.902029290096730620e+03	6.785985526359567302e+03	4.520181751571957648e+03	4.385306372617123088e+03	4.311583042733733237e+03	3.773061611753298621e+03	5.950339892119534852e+03	1.600517316608180954e+04	2.968098234239198518e+03	1.993406393492260349e+03	1.476338719696912676e+03	1.559831875793084009e+03	1.654603898305571192e+03	1.765394088012518978e+03	1.201197123149866457e+03	1.003201844170861023e+03	9.729310150562846502e+02	1.076784954866712951e+03	8.580796500645568585e+02	8.993814314002172523e+02	9.927802677988482856e+02	7.472618634683743721e+02	7.624503211709243260e+02
